809,BITS G639,PRACTICE SCHOOL,0  0 20,1,S GURUNARAYANAN (928),EEE/INS,,,,,
757,BITS G649,READING COURSE,0  0  5,1,JITENDRA PANWAR (14),BIOSC,,,,,
2167,BITS G661,RESEARCH METHODOLOGY I,0  0  5,1,JITENDRA PANWAR (14),BIOSC,1219,T Th,8 9,,
1191,CE F241,ANALYSIS OF STRUCTURES,3  0  3,1,ANSHUMAN (32),CE,6106,T Th S,4,,08/05  FN
,,,,,Dipendu Bhunia (116),CE,,,,,
,,Tutorial,,1,Anshuman (32),CE,6156,W,1,,
,,,,,Harish Kumar Mulchandani (RS) (514,CE,,,,,
,,,,2,Dipendu Bhunia (116),CE,6107,W,1,,
1192,CE F242,CONSTRUCTION PLAN & TECH,3  0  3,1,G MUTHUKUMAR (949),CE,6104,T Th S,3,,03/05  FN
,,,,,Mukund Lahoti (217),CE,,,,,
,,Tutorial,,1,Mukund Lahoti (217),CE,6101,M,1,,
,,,,2,Mukund Lahoti (217),CE,6103,M,1,,
,,,,,Raya Raghavendra Kumar (RS) (577,CE,,,,,
1193,CE F243,SOIL MECHANICS,3  1  4,1,KAMLESH KUMAR (828),CE,6101,M W F,3,,10/05  FN
,,Practical,,1,Nishant Roy (241),CE,1131,T,7 8,,
,,,,,Sanket Rawat (RS) (682),CE,,,,,
,,,,2,Kamlesh Kumar (828),CE,1131,W,7 8,,
,,,,,Gauravdeep Singh (RS) (164),CE,,,,,
,,,,3,Shibani K Jha (180),CE,1131,Th,7 8,,
,,,,,Sanket Rawat (RS) (682),CE,,,,,
,,Tutorial,,1,Nishant Roy (241),CE,6101,T,1,,
,,,,2,Kamlesh Kumar (828),CE,6154,T,1,,
1194,CE F244,HIGHWAY ENGINEERING,3  1  4,1,PRIYANSH SINGH (232),CE,6155,M W F,4,,01/05  FN
,,,,,Durgesh Vikram (282),CE,,,,,
,,Practical,,1,Mukund Lahoti (217),CE,1129,T,7 8,,
,,,,,Gauravdeep Singh (RS) (164),CE,,,,,
,,,,2,Durgesh Vikram (282),CE,1129,Th,7 8,,
,,,,,Rishab Bajpai (RS) (578),CE,,,,,
,,,,3,Priyansh Singh (232),CE,1129,F,7 8,,
,,,,,Rishab Bajpai (RS) (578),CE,,,,,
,,Tutorial,,1,Priyansh Singh (232),CE,6103,Th,1,,
,,,,2,Durgesh Vikram (282),CE,6104,Th,1,,
1652,CE F266,STUDY PROJECT,0  0  3,1,ANSHUMAN (32),CE,,,,,
2282,CE F321,ENGINEERING HYDROLOGY,3  0  3,1,SHIBANI K JHA (180),CE,6163,M W F,5,,06/05  FN
,,Tutorial,,1,Shibani K Jha (180),CE,6154,S,1,,
,,,,2,Rahul Dandautiya (RS) (268),CE,6155,S,1,,
1217,CE F324,NUMERICAL ANALYSIS,3  0  3,1,SHIBANI K JHA (180),CE,1231,T Th S,3,,03/05  FN
1198,CE F341,HYDRO & WATER RES ENGG,3  0  3,1,SHIBANI K JHA (180),CE,6163,M W F,5,,06/05  FN
,,Tutorial,,1,Shibani K Jha (180),CE,6154,S,1,,
,,,,2,Rahul Dandautiya (RS) (268),CE,6155,S,1,,
1199,CE F342,WATER & WASTEWATER TREAT,3  1  4,1,ANUPAM SINGHAL (299),CE,6151,T Th S,4,,08/05  FN
,,Practical,,1,Anupam Singhal (299),CE,1111,T,1 2,,
,,,,,Raya Raghavendra Kumar (RS) (577,CE,,,,,
,,,,,Soumya Kar (RS) (515),CE,,,,,
,,,,2,Anupam Singhal (299),CE,1111,Th,7 8,,
,,,,,Harish Puppala (RS) (61),CE,,,,,
,,,,,Rahul Dandautiya (RS) (268),CE,,,,,
,,Tutorial,,1,Soumya Kar (RS) (515),CE,6109,W,1,,
,,,,2,Anupam Singhal (299),CE,6161,W,1,,
1200,CE F343,DES OF STEEL STRUCTURES,3  0  3,1,MANOJ KUMAR (657),CE,6101,M W F,4,,01/05  FN
,,Tutorial,,1,Manoj Kumar (657),CE,6155,Th,1,,
,,,,2,Vishal Singh (RS) (680),CE,6101,Th,1,,
1667,CE F366,LABORATORY PROJECT,0  0  3,1,ANSHUMAN (32),CE,,,,,
1737,CE F367,LABORATORY PROJECT,0  0  3,1,ANSHUMAN (32),CE,,,,,
1686,CE F376,DESIGN PROJECT,0  0  3,1,ANSHUMAN (32),CE,,,,,
1753,CE F377,DESIGN PROJECT,0  0  3,1,ANSHUMAN (32),CE,,,,,
1232,CE F419,GEOTECH EQ ENG & MC FOUN,3  0  3,1,NISHANT ROY (241),CE,2216,M W F,3,,10/05  FN
1233,CE F420,INTRO   TO BRIDGE ENGG,3  0  3,1,MANOJ KUMAR (657),CE,6103,T Th S,3,,03/05  FN
1236,CE F423,GREEN BUILD & ENER CONSE,3  0  3,1,RAJIV GUPTA (216),CE,1202,M W F,8,,02/05  FN
1224,CE F428,EARTHQUAKE RES DES & CON,3  0  3,1,G MUTHUKUMAR (949),CE,6153,M W F,9,,04/05  FN
1225,CE F429,DES OF FOUNDATION SYSTEM,3  0  3,1,RAVI KANT MITTAL (97),CE,1219,M W F,8,,02/05  FN
1219,CE F432,STRUCTURAL DYNAMICS,3  0  3,1,DIPENDU BHUNIA (116),CE,6107,M W F,9,,04/05  FN
1234,CE F435,INTRODUCTION TO FEM,3  0  3,1,RAJESH KUMAR (46),CE,6108,M W F,7,,11/05  FN
1711,CE F491,SPECIAL PROJECT,0  0  3,1,ANSHUMAN (32),CE,,,,,
804,CE G516,MULTI CRITER ANAL IN ENGG,3  1  4,1,AJIT PRATAP SINGH (115),CE,6107,M W F,4,,01/05 AN
256,CE G518,PAVEMENT ANALYSIS & DES,3  1  4,1,PRIYANSH SINGH (232),CE,6160,T Th S,4,,08/05 AN
347,CE G520,INFRA STRUC PLAN & MANAG,3  1  4,1,R GUPTA (790),CE,1231,T Th S,5,,13/05 AN
309,CE G524,URBAN MASS TRAN PLAN OP,3  1  4,1,AK SARKAR (307),CE,5103,T Th S,3,,03/05 AN
417,CE G533,AD COMP MATERIAL FOR STR,3  1  4,1,SHAMSHER B SINGH (940),CE,1231,M W F,3,,10/05 AN
103,CE G543,TRAFFIC FLOW THEORY,3  1  4,1,DURGESH VIKRAM (282),CE,1231,M W F,8,,02/05  FN
532,CE G553,THEORY OF PLATES & SHELL,3  1  4,1,SHUVENDU N PATEL (253),CE,1219,T Th S,5,,13/05 AN
2199,CE G562,ADVANCED CONCRETE,3  0  4,1,MUKUND LAHOTI (217),CE,1223,M W F,9,,04/05 AN
345,CE G612,ADVANCED STEEL STRUCTURE,3  1  4,1,SHAMSHER B SINGH (940),CE,6158,M W F,8,,11/05 AN
108,CE G615,EARTHQUAKE ENGINEERING,3  1  4,1,RAVI KANT MITTAL (97),CE,6158,T Th S,4,,08/05 AN
621,CE G618,DESIGN OF MULTI- STOR STR,3  1  4,1,ANSHUMAN (32),CE,6103,M W F,5,,06/05 AN
730,CE G641,THEORY OF ELAST & PLAST,2  3  5,1,RAJESH KUMAR (46),CE,1227,M W F,2,,07/05 AN
1180,CHE F241,HEAT TRANSFER,3  0  3,1,BANASRI ROY (170),CHE,6101,T Th S,3,,03/05  FN
,,Tutorial,,1,Banasri Roy (170),CHE,6102,M,1,,
,,,,2,Priya C Sande (732),CHE,6106,M,1,,
,,,,,Seriyala Anil Kumar (RS) (1056),CHE,,,,,
1181,CHE F242,NUM METHOD FOR CHEM ENGG,3  0  3,1,PRATIK N SHETH (668),CHE,6102,M W F,4,,01/05  FN
,,Tutorial,,1,Pratik N Sheth (668),CHE,6102,S,2,,
,,,,,Abhishek Anand (RS) (581),CHE,,,,,
,,,,2,Ajay Kumar Pani (63),CHE,6101,S,2,,
1182,CHE F243,MATERIAL SCIENCE & ENGG,3  0  3,1,KRISHNA CHAITANYA ETIKA (75),CHE,6102,M W F,3,,10/05  FN
,,Tutorial,,1,Krishna Chaitanya Etika (75),CHE,6102,T,1,,
,,,,2,P Chattopadhyay (638),CHE,6107,T,1,,
,,,,,Bheema Rajesh Kumar (RS) (641),CHE,,,,,
1183,CHE F244,SEPARATION PROCESSES I,3  0  3,1,SURESH GUPTA (656),CHE,6102,T Th S,4,,08/05  FN
,,Tutorial,,1,Srinivas Appari (5),CHE,6102,W,1,,
,,,,,Shailee Gaur (RS) (373),CHE,,,,,
,,,,2,Priya C Sande (732),CHE,6106,Th,1,,
1653,CHE F266,STUDY PROJECT,0  0  3,1,HK MOHANTA (238),CHE,,,,,
1188,CHE F341,CHEMICAL ENGG LAB II,0  3  3,1,AMIT JAIN (265),CHE,1120,T S,1 2,,
,,,,2,Banasri Roy (170),CHE,1120,T Th,7 8,,
,,,,,Krishna Chaitanya Etika (75),CHE,,,,,
,,,,3,Bhanu Vardhan Reddy (567),CHE,1120,M F,7 8,,
,,,,,Rama Krishna Chava (RS) (58),CHE,,,,,
1189,CHE F342,PROCESS DYN & CONTROL,3  0  3,1,HK MOHANTA (238),CHE,6102,M W F,5,,06/05  FN
,,Tutorial,,1,HK Mohanta (238),CHE,6102,F,1,,
,,,,,Ajita Neogi (RS) (642),CHE,,,,,
,,,,2,Amit Jain (265),CHE,6103,F,1,,
1190,CHE F343,PROCESS DES PRINCIPLE II,3  0  3,1,P CHATTOPADHYAY (638),CHE,6151,M W F,4,,01/05  FN
,,Tutorial,,1,P Chattopadhyay (638),CHE,6152,Th,1,,
,,,,2,Pratik N Sheth (668),CHE,6151,Th,1,,
,,,,,R Arun Karthik (RS) (418),CHE,,,,,
1668,CHE F366,LABORATORY PROJECT,0  0  3,1,HK MOHANTA (238),CHE,,,,,
1738,CHE F367,LABORATORY PROJECT,0  0  3,1,HK MOHANTA (238),CHE,,,,,
1687,CHE F376,DESIGN PROJECT,0  0  3,1,HK MOHANTA (238),CHE,,,,,
1754,CHE F377,DESIGN PROJECT,0  0  3,1,HK MOHANTA (238),CHE,,,,,
1207,CHE F412,PROCESS EQUIPMENT DESIGN,3  0  3,1,BHANU VARDHAN REDDY (567),CHE,6161,T Th S,3,,03/05  FN
1204,CHE F413,PROCESS PLANT SAFETY,3  0  3,1,AMIT JAIN (265),CHE,6157,M W F,3,,10/05  FN
1213,CHE F418,MODEL & SIMU IN CHE ENGG,3  0  3,1,SRINIVAS APPARI (5),CHE,6154,M W F,9,,04/05  FN
1203,CHE F419,CHEMICAL PROCESS TECH,3  0  3,1,SMITA RAGHUVANSHI (711),CHE,6160,T Th S,3,,03/05  FN
1205,CHE F421,BIOCHEMICAL ENGINEERING,3  0  3,1,SMITA RAGHUVANSHI (711),CHE,6161,M W F,8,,02/05  FN
1208,CHE F471,ADVANCE PROCESS CONTROL,3  0  3,1,AJAY KUMAR PANI (63),CHE,6162,T Th S,5,,13/05  FN
1209,CHE F491,SPECIAL PROJECT,0  0  3,1,HK MOHANTA (238),CHE,,,,,
2146,CHE G552,ADV TRANSPORT PHENOMENA,0  0  5,1,ARVIND KUMAR SHARMA (864),CHE,6153,T Th S,4,,08/05 AN
2148,CHE G554,COMPUT FLUID DYNAMICS,0  0  4,1,PRIYA C SANDE (732),CHE,6157,M W F,9,,04/05 AN
729,CHE G641,REACTION ENGINEERING,3  2  5,1,SRINIVAS APPARI (5),CHE,6108,T Th S,3,,03/05 AN
1007,CHEM F111,GENERAL CHEMISTRY,3  0  3,1,INDRESH KUMAR (2),CHEM,5102,M W F,7,,10/05  FN
,,,,2,Bibhas Ranjan Sarkar (223),CHEM,5106,M W F,3,,
,,,,,S C Sivasubramanian (1),CHEM,,,,,
,,Tutorial,,1,Ajay Kumar Sah (22),CHEM,1202,T,7,,
,,,,2,Bharti Khungar (105),CHEM,1203,T,7,,
,,,,3,Dalip Kumar (466),CHEM,1204,T,7,,
,,,,4,Inamur R Laskar (400),CHEM,1202,S,2,,
,,,,5,Paritosh Shukla (442),CHEM,1203,Th,7,,
,,,,6,Dalip Kumar (466),CHEM,1204,Th,7,,
,,,,7,Ajay Kumar Sah (22),CHEM,1219,Th,7,,
,,,,8,Prashant U Manohar (643),CHEM,1204,S,2,,
,,,,9,S C Sivasubramanian (1),CHEM,1203,S,5,,
,,,,10,Paritosh Shukla (442),CHEM,1203,T,2,,
,,,,11,Prashant U Manohar (643),CHEM,1204,T,2,,
